number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary,total_scaled,type1_encoded
563,Cofagrigus,Ghost,Flying,483.0,58.0,50.0,145.0,95.0,105.0,30.0,5,False,0.34713063076828116,9.0
564,Tirtouga,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,5,False,-0.7079090536293636,19.0
565,Carracosta,Water,Rock,495.0,74.0,108.0,133.0,83.0,65.0,32.0,5,False,0.4460406011805603,19.0
566,Archen,Rock,Flying,401.0,55.0,112.0,45.0,74.0,45.0,70.0,5,False,-0.32875416704896,17.0
567,Archeops,Rock,Flying,567.0,75.0,140.0,65.0,112.0,65.0,110.0,5,False,1.0395004236542356,17.0
568,Trubbish,Poison,Flying,329.0,50.0,50.0,62.0,40.0,62.0,65.0,5,False,-0.9222139895226351,15.0
569,Garbodor,Poison,Flying,474.0,80.0,95.0,82.0,60.0,82.0,75.0,5,False,0.27294815295907177,15.0
569,Gigantamax Garbodor,Poison,Flying,474.0,80.0,95.0,82.0,60.0,82.0,75.0,5,False,0.27294815295907177,15.0
570,Zorua,Dark,Flying,330.0,40.0,65.0,40.0,80.0,40.0,65.0,5,False,-0.9139714919882785,2.0
571,Zoroark,Dark,Flying,510.0,60.0,105.0,60.0,120.0,60.0,105.0,5,False,0.5696780641959093,2.0
572,Minccino,Normal,Flying,300.0,55.0,50.0,40.0,40.0,40.0,75.0,5,False,-1.1612464180189765,14.0
573,Cinccino,Normal,Flying,470.0,75.0,95.0,60.0,65.0,60.0,115.0,5,False,0.23997816282164536,14.0
574,Gothita,Psychic,Flying,290.0,45.0,30.0,50.0,55.0,65.0,45.0,5,False,-1.2436713933625425,16.0
575,Gothorita,Psychic,Flying,390.0,60.0,45.0,70.0,75.0,85.0,55.0,5,False,-0.4194216399268826,16.0
576,Gothitelle,Psychic,Flying,490.0,70.0,55.0,95.0,95.0,110.0,65.0,5,False,0.40482811350877734,16.0
577,Solosis,Psychic,Flying,290.0,45.0,30.0,40.0,105.0,50.0,20.0,5,False,-1.2436713933625425,16.0
578,Duosion,Psychic,Flying,370.0,65.0,40.0,50.0,125.0,60.0,30.0,5,False,-0.5842715906140146,16.0
579,Reuniclus,Psychic,Flying,490.0,110.0,65.0,75.0,125.0,85.0,30.0,5,False,0.40482811350877734,16.0
580,Ducklett,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,5,False,-1.1200339303471936,19.0
581,Swanna,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,5,False,0.26470565542471514,19.0
582,Vanillite,Ice,Flying,305.0,36.0,50.0,50.0,65.0,60.0,44.0,5,False,-1.1200339303471936,13.0
583,Vanillish,Ice,Flying,395.0,51.0,65.0,65.0,80.0,75.0,59.0,5,False,-0.3782091522550996,13.0
584,Vanilluxe,Ice,Flying,535.0,71.0,95.0,85.0,110.0,95.0,79.0,5,False,0.7757405025548243,13.0
585,Deerling,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,5,False,-0.8727590043164956,14.0
586,Sawsbuck,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,5,False,0.28119065049342834,14.0
587,Emolga,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,5,False,-0.10620673362133182,4.0
588,Karrablast,Bug,Flying,315.0,50.0,75.0,45.0,40.0,45.0,60.0,5,False,-1.0376089550036276,1.0
589,Escavalier,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,5,False,0.4460406011805603,1.0
590,Foongus,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,5,False,-1.2107014032251162,11.0
591,Amoonguss,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,5,False,0.19052317761550575,11.0
592,Frillish,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,5,False,-0.8727590043164956,19.0
593,Jellicent,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,5,False,0.3224031381652113,19.0
594,Alomomola,Water,Flying,470.0,165.0,75.0,80.0,40.0,45.0,65.0,5,False,0.23997816282164536,19.0
595,Joltik,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,5,False,-1.004638964866201,1.0
596,Galvantula,Bug,Electric,472.0,70.0,77.0,60.0,97.0,60.0,108.0,5,False,0.25646315789035856,1.0
597,Ferroseed,Grass,Steel,305.0,44.0,50.0,91.0,24.0,86.0,10.0,5,False,-1.1200339303471936,11.0
598,Ferrothorn,Grass,Steel,489.0,74.0,94.0,131.0,54.0,116.0,20.0,5,False,0.3965856159744207,11.0
599,Klink,Steel,Flying,300.0,40.0,55.0,70.0,45.0,60.0,30.0,5,False,-1.1612464180189765,18.0
600,Klang,Steel,Flying,440.0,60.0,80.0,95.0,70.0,85.0,50.0,5,False,-0.007296763209052631,18.0
601,Klinklang,Steel,Flying,520.0,60.0,100.0,115.0,70.0,85.0,90.0,5,False,0.6521030395394753,18.0
602,Tynamo,Electric,Flying,275.0,35.0,55.0,40.0,45.0,40.0,60.0,5,False,-1.3673088563778915,4.0
603,Eelektrik,Electric,Flying,405.0,65.0,85.0,70.0,75.0,70.0,40.0,5,False,-0.29578417691153364,4.0
604,Eelektross,Electric,Flying,515.0,85.0,115.0,80.0,105.0,80.0,50.0,5,False,0.6108905518676924,4.0
605,Elgyem,Psychic,Flying,335.0,55.0,55.0,55.0,85.0,55.0,30.0,5,False,-0.8727590043164956,16.0
606,Beheeyem,Psychic,Flying,485.0,75.0,75.0,75.0,125.0,95.0,40.0,5,False,0.36361562583699436,16.0
607,Litwick,Ghost,Fire,275.0,50.0,30.0,55.0,65.0,55.0,20.0,5,False,-1.3673088563778915,9.0
608,Lampent,Ghost,Fire,370.0,60.0,40.0,60.0,95.0,60.0,55.0,5,False,-0.5842715906140146,9.0
609,Chandelure,Ghost,Fire,520.0,60.0,55.0,90.0,145.0,90.0,80.0,5,False,0.6521030395394753,9.0
610,Axew,Dragon,Flying,320.0,46.0,87.0,60.0,30.0,40.0,57.0,5,False,-0.9963964673318446,3.0
611,Fraxure,Dragon,Flying,410.0,66.0,117.0,70.0,40.0,50.0,67.0,5,False,-0.2545716892397506,3.0
612,Haxorus,Dragon,Flying,540.0,76.0,147.0,90.0,60.0,70.0,97.0,5,False,0.8169529902266073,3.0
613,Cubchoo,Ice,Flying,305.0,55.0,70.0,40.0,60.0,40.0,40.0,5,False,-1.1200339303471936,13.0
614,Beartic,Ice,Flying,485.0,95.0,110.0,80.0,70.0,80.0,50.0,5,False,0.36361562583699436,13.0
615,Cryogonal,Ice,Flying,485.0,70.0,50.0,30.0,95.0,135.0,105.0,5,False,0.36361562583699436,13.0
616,Shelmet,Bug,Flying,305.0,50.0,40.0,85.0,40.0,65.0,25.0,5,False,-1.1200339303471936,1.0
617,Accelgor,Bug,Flying,495.0,80.0,70.0,40.0,100.0,60.0,145.0,5,False,0.4460406011805603,1.0
618,Stunfisk,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,5,False,0.24822066035600196,12.0
618,Galarian Stunfisk,Ground,Steel,471.0,109.0,81.0,99.0,66.0,84.0,32.0,8,False,0.24822066035600196,12.0
619,Mienfoo,Fighting,Flying,350.0,45.0,85.0,50.0,55.0,50.0,65.0,5,False,-0.7491215413011466,6.0
620,Mienshao,Fighting,Flying,510.0,65.0,125.0,60.0,95.0,60.0,105.0,5,False,0.5696780641959093,6.0
621,Druddigon,Dragon,Flying,485.0,77.0,120.0,90.0,60.0,90.0,48.0,5,False,0.36361562583699436,3.0
622,Golett,Ground,Ghost,303.0,59.0,74.0,50.0,35.0,50.0,35.0,5,False,-1.1365189254159067,12.0
623,Golurk,Ground,Ghost,483.0,89.0,124.0,80.0,55.0,80.0,55.0,5,False,0.34713063076828116,12.0
624,Pawniard,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,5,False,-0.8315465166447126,2.0
625,Bisharp,Dark,Steel,490.0,65.0,125.0,100.0,60.0,70.0,70.0,5,False,0.40482811350877734,2.0
626,Bouffalant,Normal,Flying,490.0,95.0,110.0,95.0,40.0,95.0,55.0,5,False,0.40482811350877734,14.0
627,Rufflet,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,5,False,-0.7491215413011466,14.0
628,Braviary,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,5,False,0.5696780641959093,14.0
629,Vullaby,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,5,False,-0.5842715906140146,2.0
630,Mandibuzz,Dark,Flying,510.0,110.0,65.0,105.0,55.0,95.0,80.0,5,False,0.5696780641959093,2.0
631,Heatmor,Fire,Flying,484.0,85.0,97.0,66.0,105.0,66.0,65.0,5,False,0.35537312830263773,7.0
632,Durant,Bug,Steel,484.0,58.0,109.0,112.0,48.0,48.0,109.0,5,False,0.35537312830263773,1.0
633,Deino,Dark,Dragon,300.0,52.0,65.0,50.0,45.0,50.0,38.0,5,False,-1.1612464180189765,2.0
634,Zweilous,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,5,False,-0.1721467138961846,2.0
635,Hydreigon,Dark,Dragon,600.0,92.0,105.0,90.0,125.0,90.0,98.0,5,False,1.3115028422880033,2.0
636,Larvesta,Bug,Fire,360.0,55.0,85.0,55.0,50.0,55.0,60.0,5,False,-0.6666965659575805,1.0
637,Volcarona,Bug,Fire,550.0,85.0,60.0,65.0,135.0,105.0,100.0,5,False,0.8993779655701734,1.0
638,Cobalion,Steel,Fighting,580.0,91.0,90.0,129.0,90.0,72.0,108.0,5,True,1.1466528916008714,18.0
639,Terrakion,Rock,Fighting,580.0,91.0,129.0,90.0,72.0,90.0,108.0,5,True,1.1466528916008714,17.0
640,Virizion,Grass,Fighting,580.0,91.0,90.0,72.0,90.0,129.0,108.0,5,True,1.1466528916008714,11.0
641,Tornadus Incarnate Forme,Flying,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,5,True,1.1466528916008714,8.0
641,Tornadus Therian Forme,Flying,Flying,580.0,79.0,100.0,80.0,110.0,90.0,121.0,5,True,1.1466528916008714,8.0
642,Thundurus Incarnate Forme,Electric,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,5,True,1.1466528916008714,4.0
642,Thundurus Therian Forme,Electric,Flying,580.0,79.0,105.0,70.0,145.0,80.0,101.0,5,True,1.1466528916008714,4.0
643,Reshiram,Dragon,Fire,680.0,100.0,120.0,100.0,150.0,120.0,90.0,5,True,1.9709026450365312,3.0
644,Zekrom,Dragon,Electric,680.0,100.0,150.0,120.0,120.0,100.0,90.0,5,True,1.9709026450365312,3.0
645,Landorus Incarnate Forme,Ground,Flying,600.0,89.0,125.0,90.0,115.0,80.0,101.0,5,True,1.3115028422880033,12.0
645,Landorus Therian Forme,Ground,Flying,600.0,89.0,145.0,90.0,105.0,80.0,91.0,5,True,1.3115028422880033,12.0
646,Kyurem,Dragon,Ice,660.0,125.0,130.0,90.0,130.0,90.0,95.0,5,True,1.8060526943493993,3.0
646,Black Kyurem,Dragon,Ice,700.0,125.0,170.0,100.0,120.0,90.0,95.0,5,True,2.1357525957236634,3.0
646,White Kyurem,Dragon,Ice,700.0,125.0,120.0,90.0,170.0,100.0,95.0,5,True,2.1357525957236634,3.0
647,Keldeo Ordinary Forme,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,5,True,1.1466528916008714,19.0
647,Keldeo Resolute Forme,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,5,True,1.1466528916008714,19.0
648,Meloetta Aria Forme,Normal,Psychic,600.0,100.0,77.0,77.0,128.0,128.0,90.0,5,True,1.3115028422880033,14.0
648,Meloetta Pirouette Forme,Normal,Fighting,600.0,100.0,128.0,90.0,77.0,77.0,128.0,5,True,1.3115028422880033,14.0
649,Genesect,Bug,Steel,600.0,71.0,120.0,95.0,120.0,95.0,99.0,5,True,1.3115028422880033,1.0
650,Chespin,Grass,Flying,313.0,56.0,61.0,65.0,48.0,45.0,38.0,6,False,-1.0540939500723407,11.0
651,Quilladin,Grass,Flying,405.0,61.0,78.0,95.0,56.0,58.0,57.0,6,False,-0.29578417691153364,11.0
652,Chesnaught,Grass,Fighting,530.0,88.0,107.0,122.0,74.0,75.0,64.0,6,False,0.7345280148830413,11.0
653,Fennekin,Fire,Flying,307.0,40.0,45.0,40.0,62.0,60.0,60.0,6,False,-1.1035489352784804,7.0
654,Braixen,Fire,Flying,409.0,59.0,59.0,58.0,90.0,70.0,73.0,6,False,-0.26281418677410723,7.0
655,Delphox,Fire,Psychic,534.0,75.0,69.0,72.0,114.0,100.0,104.0,6,False,0.7674980050204677,7.0
656,Froakie,Water,Flying,314.0,41.0,56.0,40.0,62.0,44.0,71.0,6,False,-1.045851452537984,19.0
657,Frogadier,Water,Flying,405.0,54.0,63.0,52.0,83.0,56.0,97.0,6,False,-0.29578417691153364,19.0
658,Greninja,Water,Dark,530.0,72.0,95.0,67.0,103.0,71.0,122.0,6,False,0.7345280148830413,19.0
658,Ash-Greninja,Water,Dark,640.0,72.0,145.0,67.0,153.0,71.0,132.0,6,False,1.6412027436622671,19.0
659,Bunnelby,Normal,Flying,237.0,38.0,36.0,38.0,32.0,36.0,57.0,6,False,-1.6805237626834424,14.0
660,Diggersby,Normal,Ground,423.0,85.0,56.0,77.0,50.0,77.0,78.0,6,False,-0.14741922129311483,14.0
661,Fletchling,Normal,Flying,278.0,45.0,50.0,43.0,40.0,38.0,62.0,6,False,-1.3425813637748218,14.0
662,Fletchinder,Fire,Flying,382.0,62.0,73.0,55.0,56.0,52.0,84.0,6,False,-0.4853616202017354,7.0
663,Talonflame,Fire,Flying,499.0,78.0,81.0,71.0,74.0,69.0,126.0,6,False,0.47901059131798673,7.0
664,Scatterbug,Bug,Flying,200.0,38.0,35.0,40.0,27.0,25.0,35.0,6,False,-1.9854961714546364,1.0
665,Spewpa,Bug,Flying,213.0,45.0,22.0,60.0,27.0,30.0,29.0,6,False,-1.8783437035080006,1.0
666,Vivillon,Bug,Flying,411.0,80.0,52.0,50.0,90.0,50.0,89.0,6,False,-0.24632919170539402,1.0
667,Litleo,Fire,Normal,369.0,62.0,50.0,58.0,73.0,54.0,72.0,6,False,-0.5925140881483711,7.0
668,Pyroar,Fire,Normal,507.0,86.0,68.0,72.0,109.0,66.0,106.0,6,False,0.5449505715928395,7.0
669,Flabébé,Fairy,Flying,303.0,44.0,38.0,39.0,61.0,79.0,42.0,6,False,-1.1365189254159067,5.0
670,Floette,Fairy,Flying,371.0,54.0,45.0,47.0,75.0,98.0,52.0,6,False,-0.576029093079658,5.0
671,Florges,Fairy,Flying,552.0,78.0,65.0,68.0,112.0,154.0,75.0,6,False,0.9158629606388865,5.0
672,Skiddo,Grass,Flying,350.0,66.0,65.0,48.0,62.0,57.0,52.0,6,False,-0.7491215413011466,11.0
673,Gogoat,Grass,Flying,531.0,123.0,100.0,62.0,97.0,81.0,68.0,6,False,0.7427705124173979,11.0
674,Pancham,Fighting,Flying,348.0,67.0,82.0,62.0,46.0,48.0,43.0,6,False,-0.7656065363698598,6.0
675,Pangoro,Fighting,Dark,495.0,95.0,124.0,78.0,69.0,71.0,58.0,6,False,0.4460406011805603,6.0
676,Furfrou,Normal,Flying,472.0,75.0,80.0,60.0,65.0,90.0,102.0,6,False,0.25646315789035856,14.0
677,Espurr,Psychic,Flying,355.0,62.0,48.0,54.0,63.0,60.0,68.0,6,False,-0.7079090536293636,16.0
678,Meowstic Male,Psychic,Flying,466.0,74.0,48.0,76.0,83.0,81.0,104.0,6,False,0.20700817268421895,16.0
678,Meowstic Female,Psychic,Flying,466.0,74.0,48.0,76.0,83.0,81.0,104.0,6,False,0.20700817268421895,16.0
679,Honedge,Steel,Ghost,325.0,45.0,80.0,100.0,35.0,37.0,28.0,6,False,-0.9551839796600615,18.0
680,Doublade,Steel,Ghost,448.0,59.0,110.0,150.0,45.0,49.0,35.0,6,False,0.05864321706580016,18.0
681,Aegislash Blade Forme,Steel,Ghost,520.0,60.0,150.0,50.0,150.0,50.0,60.0,6,False,0.6521030395394753,18.0
681,Aegislash Shield Forme,Steel,Ghost,520.0,60.0,50.0,150.0,50.0,150.0,60.0,6,False,0.6521030395394753,18.0
682,Spritzee,Fairy,Flying,341.0,78.0,52.0,60.0,63.0,65.0,23.0,6,False,-0.823304019110356,5.0
683,Aromatisse,Fairy,Flying,462.0,101.0,72.0,72.0,99.0,89.0,29.0,6,False,0.17403818254679257,5.0
684,Swirlix,Fairy,Flying,341.0,62.0,48.0,66.0,59.0,57.0,49.0,6,False,-0.823304019110356,5.0
685,Slurpuff,Fairy,Flying,480.0,82.0,80.0,86.0,85.0,75.0,72.0,6,False,0.3224031381652113,5.0
686,Inkay,Dark,Psychic,288.0,53.0,54.0,53.0,37.0,46.0,45.0,6,False,-1.2601563884312557,2.0
687,Malamar,Dark,Psychic,482.0,86.0,92.0,88.0,68.0,75.0,73.0,6,False,0.3388881332339245,2.0
688,Binacle,Rock,Water,306.0,42.0,52.0,67.0,39.0,56.0,50.0,6,False,-1.1117914328128369,17.0
689,Barbaracle,Rock,Water,500.0,72.0,105.0,115.0,54.0,86.0,68.0,6,False,0.4872530888523433,17.0
690,Skrelp,Poison,Water,320.0,50.0,60.0,60.0,60.0,60.0,30.0,6,False,-0.9963964673318446,15.0
691,Dragalge,Poison,Dragon,494.0,65.0,75.0,90.0,97.0,123.0,44.0,6,False,0.43779810364620375,15.0
692,Clauncher,Water,Flying,330.0,50.0,53.0,62.0,58.0,63.0,44.0,6,False,-0.9139714919882785,19.0
693,Clawitzer,Water,Flying,500.0,71.0,73.0,88.0,120.0,89.0,59.0,6,False,0.4872530888523433,19.0
694,Helioptile,Electric,Normal,289.0,44.0,38.0,33.0,61.0,43.0,70.0,6,False,-1.2519138908968992,4.0
695,Heliolisk,Electric,Normal,481.0,62.0,55.0,52.0,109.0,94.0,109.0,6,False,0.33064563569956795,4.0
696,Tyrunt,Rock,Dragon,362.0,58.0,89.0,77.0,45.0,45.0,48.0,6,False,-0.6502115708888674,17.0
697,Tyrantrum,Rock,Dragon,521.0,82.0,121.0,119.0,69.0,59.0,71.0,6,False,0.6603455370738319,17.0
698,Amaura,Rock,Ice,362.0,77.0,59.0,50.0,67.0,63.0,46.0,6,False,-0.6502115708888674,17.0
699,Aurorus,Rock,Ice,521.0,123.0,77.0,72.0,99.0,92.0,58.0,6,False,0.6603455370738319,17.0
700,Sylveon,Fairy,Flying,525.0,95.0,65.0,65.0,110.0,130.0,60.0,6,False,0.6933155272112583,5.0
701,Hawlucha,Fighting,Flying,500.0,78.0,92.0,75.0,74.0,63.0,118.0,6,False,0.4872530888523433,6.0
702,Dedenne,Electric,Fairy,431.0,67.0,58.0,57.0,81.0,67.0,101.0,6,False,-0.08147924101826202,4.0
703,Carbink,Rock,Fairy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,6,False,0.4872530888523433,17.0
704,Goomy,Dragon,Flying,300.0,45.0,50.0,35.0,55.0,75.0,40.0,6,False,-1.1612464180189765,3.0
705,Sliggoo,Dragon,Flying,452.0,68.0,75.0,53.0,83.0,113.0,60.0,6,False,0.09161320720322656,3.0
706,Goodra,Dragon,Flying,600.0,90.0,100.0,70.0,110.0,150.0,80.0,6,False,1.3115028422880033,3.0
707,Klefki,Steel,Fairy,470.0,57.0,80.0,91.0,80.0,87.0,75.0,6,False,0.23997816282164536,18.0
708,Phantump,Ghost,Grass,309.0,43.0,70.0,48.0,50.0,60.0,38.0,6,False,-1.087063940209767,9.0
709,Trevenant,Ghost,Grass,474.0,85.0,110.0,76.0,65.0,82.0,56.0,6,False,0.27294815295907177,9.0
710,Pumpkaboo Average Size,Ghost,Grass,335.0,49.0,66.0,70.0,44.0,55.0,51.0,6,False,-0.8727590043164956,9.0
710,Pumpkaboo Small Size,Ghost,Grass,335.0,44.0,66.0,70.0,44.0,55.0,56.0,6,False,-0.8727590043164956,9.0
710,Pumpkaboo Large Size,Ghost,Grass,335.0,54.0,66.0,70.0,44.0,55.0,46.0,6,False,-0.8727590043164956,9.0
710,Pumpkaboo Super Size,Ghost,Grass,335.0,59.0,66.0,70.0,44.0,55.0,41.0,6,False,-0.8727590043164956,9.0
711,Gourgeist Average Size,Ghost,Grass,494.0,65.0,90.0,122.0,58.0,75.0,84.0,6,False,0.43779810364620375,9.0
711,Gourgeist Small Size,Ghost,Grass,494.0,55.0,85.0,122.0,58.0,75.0,99.0,6,False,0.43779810364620375,9.0
711,Gourgeist Large Size,Ghost,Grass,494.0,75.0,95.0,122.0,58.0,75.0,69.0,6,False,0.43779810364620375,9.0
711,Gourgeist Super Size,Ghost,Grass,494.0,85.0,100.0,122.0,58.0,75.0,54.0,6,False,0.43779810364620375,9.0
712,Bergmite,Ice,Flying,304.0,55.0,69.0,85.0,32.0,35.0,28.0,6,False,-1.1282764278815502,13.0
713,Avalugg,Ice,Flying,514.0,95.0,117.0,184.0,44.0,46.0,28.0,6,False,0.6026480543333357,13.0
714,Noibat,Flying,Dragon,245.0,40.0,30.0,35.0,45.0,40.0,55.0,6,False,-1.6145837824085896,8.0
715,Noivern,Flying,Dragon,535.0,85.0,70.0,80.0,97.0,80.0,123.0,6,False,0.7757405025548243,8.0
716,Xerneas,Fairy,Flying,680.0,126.0,131.0,95.0,131.0,98.0,99.0,6,True,1.9709026450365312,5.0
717,Yveltal,Dark,Flying,680.0,126.0,131.0,95.0,131.0,98.0,99.0,6,True,1.9709026450365312,2.0
718,Zygarde 10% Forme,Dragon,Ground,486.0,54.0,100.0,71.0,61.0,85.0,115.0,6,True,0.37185812337135093,3.0
718,Zygarde 50% Forme,Dragon,Ground,600.0,108.0,100.0,121.0,81.0,95.0,95.0,6,True,1.3115028422880033,3.0
718,Zygarde Complete Forme,Dragon,Ground,708.0,216.0,100.0,121.0,91.0,95.0,85.0,6,True,2.201692575998516,3.0
719,Diancie,Rock,Fairy,600.0,50.0,100.0,150.0,100.0,150.0,50.0,6,True,1.3115028422880033,17.0
719,Mega Diancie,Rock,Fairy,700.0,50.0,160.0,110.0,160.0,110.0,110.0,6,True,2.1357525957236634,17.0
720,Hoopa Confined,Psychic,Ghost,600.0,80.0,110.0,60.0,150.0,130.0,70.0,6,True,1.3115028422880033,16.0
720,Hoopa Unbound,Psychic,Dark,680.0,80.0,160.0,60.0,170.0,130.0,80.0,6,True,1.9709026450365312,16.0
721,Volcanion,Fire,Water,600.0,80.0,110.0,120.0,130.0,90.0,70.0,6,True,1.3115028422880033,7.0
722,Rowlet,Grass,Flying,320.0,68.0,55.0,55.0,50.0,50.0,42.0,7,False,-0.9963964673318446,11.0
723,Dartrix,Grass,Flying,420.0,78.0,75.0,75.0,70.0,70.0,52.0,7,False,-0.1721467138961846,11.0
724,Decidueye,Grass,Ghost,530.0,78.0,107.0,75.0,100.0,100.0,70.0,7,False,0.7345280148830413,11.0
725,Litten,Fire,Flying,320.0,45.0,65.0,40.0,60.0,40.0,70.0,7,False,-0.9963964673318446,7.0
726,Torracat,Fire,Flying,420.0,65.0,85.0,50.0,80.0,50.0,90.0,7,False,-0.1721467138961846,7.0
727,Incineroar,Fire,Dark,530.0,95.0,115.0,90.0,80.0,90.0,60.0,7,False,0.7345280148830413,7.0
728,Popplio,Water,Flying,320.0,50.0,54.0,54.0,66.0,56.0,40.0,7,False,-0.9963964673318446,19.0
729,Brionne,Water,Flying,420.0,60.0,69.0,69.0,91.0,81.0,50.0,7,False,-0.1721467138961846,19.0
730,Primarina,Water,Fairy,530.0,80.0,74.0,74.0,126.0,116.0,60.0,7,False,0.7345280148830413,19.0
731,Pikipek,Normal,Flying,265.0,35.0,75.0,30.0,30.0,30.0,65.0,7,False,-1.4497338317214574,14.0
732,Trumbeak,Normal,Flying,355.0,55.0,85.0,50.0,40.0,50.0,75.0,7,False,-0.7079090536293636,14.0
733,Toucannon,Normal,Flying,485.0,80.0,120.0,75.0,75.0,75.0,60.0,7,False,0.36361562583699436,14.0
734,Yungoos,Normal,Flying,253.0,48.0,70.0,30.0,30.0,30.0,45.0,7,False,-1.5486438021337368,14.0
735,Gumshoos,Normal,Flying,418.0,88.0,110.0,60.0,55.0,60.0,45.0,7,False,-0.1886317089648978,14.0
736,Grubbin,Bug,Flying,300.0,47.0,62.0,45.0,55.0,45.0,46.0,7,False,-1.1612464180189765,1.0
737,Charjabug,Bug,Electric,400.0,57.0,82.0,95.0,55.0,75.0,36.0,7,False,-0.3369966645833166,1.0
738,Vikavolt,Bug,Electric,500.0,77.0,70.0,90.0,145.0,75.0,43.0,7,False,0.4872530888523433,1.0
739,Crabrawler,Fighting,Flying,338.0,47.0,82.0,57.0,42.0,47.0,63.0,7,False,-0.8480315117134257,6.0
740,Crabominable,Fighting,Ice,478.0,97.0,132.0,77.0,62.0,67.0,43.0,7,False,0.3059181430964982,6.0
741,Oricorio Baile Style,Fire,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,7,False,0.28943314802778497,7.0
741,Oricorio Pom-Pom Style,Electric,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,7,False,0.28943314802778497,4.0
741,Oricorio P'au Style,Psychic,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,7,False,0.28943314802778497,16.0
741,Oricorio Sensu Style,Ghost,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,7,False,0.28943314802778497,9.0
742,Cutiefly,Bug,Fairy,304.0,40.0,45.0,40.0,55.0,40.0,84.0,7,False,-1.1282764278815502,1.0
743,Ribombee,Bug,Fairy,464.0,60.0,55.0,60.0,95.0,70.0,124.0,7,False,0.19052317761550575,1.0
744,Rockruff,Rock,Flying,280.0,45.0,65.0,40.0,30.0,40.0,60.0,7,False,-1.3260963687061085,17.0
745,Lycanroc Midday Forme,Rock,Flying,487.0,75.0,115.0,65.0,55.0,65.0,112.0,7,False,0.38010062090570756,17.0
745,Lycanroc Midnight Forme,Rock,Flying,487.0,85.0,115.0,75.0,55.0,75.0,82.0,7,False,0.38010062090570756,17.0
745,Lycanroc Dusk Forme,Rock,Flying,487.0,75.0,117.0,65.0,55.0,65.0,110.0,7,False,0.38010062090570756,17.0
746,Wishiwashi Solo Forme,Water,Flying,175.0,45.0,20.0,20.0,25.0,25.0,40.0,7,False,-2.1915586098135513,19.0
746,Wishiwashi School Forme,Water,Flying,620.0,45.0,140.0,130.0,140.0,135.0,30.0,7,False,1.4763527929751352,19.0
747,Mareanie,Poison,Water,305.0,50.0,53.0,62.0,43.0,52.0,45.0,7,False,-1.1200339303471936,15.0
748,Toxapex,Poison,Water,495.0,50.0,63.0,152.0,53.0,142.0,35.0,7,False,0.4460406011805603,15.0
749,Mudbray,Ground,Flying,385.0,70.0,100.0,70.0,45.0,55.0,45.0,7,False,-0.4606341275986656,12.0
750,Mudsdale,Ground,Flying,500.0,100.0,125.0,100.0,55.0,85.0,35.0,7,False,0.4872530888523433,12.0
751,Dewpider,Water,Bug,269.0,38.0,40.0,52.0,40.0,72.0,27.0,7,False,-1.4167638415840311,19.0
752,Araquanid,Water,Bug,454.0,68.0,70.0,92.0,50.0,132.0,42.0,7,False,0.10809820227193977,19.0
753,Fomantis,Grass,Flying,250.0,40.0,55.0,35.0,50.0,35.0,35.0,7,False,-1.5733712947368066,11.0
754,Lurantis,Grass,Flying,480.0,70.0,105.0,90.0,80.0,90.0,45.0,7,False,0.3224031381652113,11.0
755,Morelull,Grass,Fairy,285.0,40.0,35.0,55.0,65.0,75.0,15.0,7,False,-1.2848838810343255,11.0
756,Shiinotic,Grass,Fairy,405.0,60.0,45.0,80.0,90.0,100.0,30.0,7,False,-0.29578417691153364,11.0
